species,nsites,model_type,Model,effect,term,estimate,std.error,statistic,p_value,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual,r2.R2m,r2.R2c,null.deviance,df.null,deviance,r2
Anthocharis euphenoides,3,mixed,MayJunJul,fixed,scale(x),4.48674813517948,2.837770527485967,1.5810820824735157,0.1139,16,10.903042864524133,-58.75565963002331,125.51131926004662,128.60167414900573,117.51131926004662,12,0.044342232661531436,0.7381517876095143,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,FebMarApr,fixed,(Intercept),140.84918828372932,10.921327120218436,12.896709963295397,0,16,10.883015109917611,-58.7831598506088,125.5663197012176,128.65667459017672,117.5663197012176,12,0.04215665656635197,0.7500620280714325,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,FebMarApr,fixed,scale(x),4.469574609917638,2.858522811904686,1.563595921398115,0.1179,16,10.883015109917611,-58.7831598506088,125.5663197012176,128.65667459017672,117.5663197012176,12,0.04215665656635197,0.7500620280714325,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,MayJun,fixed,(Intercept),140.80671794392734,10.618089559630398,13.261021877162301,0,16,10.9625733256979,-58.82482063278458,125.64964126556916,128.73999615452828,117.64964126556916,12,0.0417273443872583,0.7356939411164196,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,MayJun,fixed,scale(x),4.355813984802076,2.8491690799765887,1.5288015075742247,0.1263,16,10.9625733256979,-58.82482063278458,125.64964126556916,128.73999615452828,117.64964126556916,12,0.0417273443872583,0.7356939411164196,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,FebMar,fixed,(Intercept),140.845431046431,10.933504340054698,12.882002573543257,0,16,10.956098358688052,-58.862456171822686,125.72491234364537,128.8152672326045,117.72491234364537,12,0.039437600340724646,0.7471410037136313,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,FebMar,fixed,scale(x),4.326851183221648,2.8870808991530637,1.4986941254368544,0.134,16,10.956098358688052,-58.862456171822686,125.72491234364537,128.8152672326045,117.72491234364537,12,0.039437600340724646,0.7471410037136313,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,MarApr,fixed,(Intercept),140.8186764359618,10.56592808637626,13.327620184878395,0,16,11.045573377969855,-58.90827197324536,125.81654394649073,128.90689883544985,117.81654394649073,12,0.03884995760359772,0.7297334186557003,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,MarApr,fixed,scale(x),4.187813818529647,2.8627438399668437,1.4628671137331486,0.1435,16,11.045573377969855,-58.90827197324536,125.81654394649073,128.90689883544985,117.81654394649073,12,0.03884995760359772,0.7297334186557003,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Mar,fixed,(Intercept),140.81943882667892,10.61154261780283,13.270402230720745,0,16,11.055776429092024,-58.927806517471865,125.85561303494373,128.94596792390286,117.85561303494373,12,0.037924412324332635,0.73088400987504,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Mar,fixed,scale(x),4.150294607448516,2.8658474909379787,1.4481910222271261,0.1476,16,11.055776429092024,-58.927806517471865,125.85561303494373,128.94596792390286,117.85561303494373,12,0.037924412324332635,0.73088400987504,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,May,fixed,(Intercept),140.7955788715008,10.57673894443973,13.31181374628879,0,16,11.127229151916538,-58.99364870707015,125.9872974141403,129.07765230309943,117.9872974141403,12,0.03582006059286504,0.7262182821458724,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,May,fixed,scale(x),4.024833952310627,2.8985297848057723,1.3885777449688437,0.165,16,11.127229151916538,-58.99364870707015,125.9872974141403,129.07765230309943,117.9872974141403,12,0.03582006059286504,0.7262182821458724,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jan,fixed,(Intercept),140.7901865789213,10.603264291761942,13.278004084865286,0,16,11.138068876982022,-59.002270227008815,126.00454045401763,129.09489534297674,118.00454045401763,12,0.03563037259243558,0.7268092797428503,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jan,fixed,scale(x),4.022417167547507,2.924868761380117,1.3752470608799232,0.1691,16,11.138068876982022,-59.002270227008815,126.00454045401763,129.09489534297674,118.00454045401763,12,0.03563037259243558,0.7268092797428503,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Dec_preJan,fixed,(Intercept),140.77683528425902,10.370782177888623,13.574370078315503,0,16,11.199397001866645,-59.038616715377195,126.07723343075439,129.1675883197135,118.07723343075439,12,0.034853790245558264,0.7147663932077586,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Dec_preJan,fixed,scale(x),3.914887620043444,2.897796819775711,1.35098761698084,0.1767,16,11.199397001866645,-59.038616715377195,126.07723343075439,129.1675883197135,118.07723343075439,12,0.034853790245558264,0.7147663932077586,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JunJul,fixed,(Intercept),140.79523079895066,10.467963569871612,13.450107068024261,0,16,11.276720572516576,-59.141077848968415,126.28215569793683,129.37251058689594,118.28215569793683,12,0.030488524355894796,0.7145407220557434,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JunJul,fixed,scale(x),3.6853517039303685,2.9141849352310683,1.2646251990998485,0.206,16,11.276720572516576,-59.141077848968415,126.28215569793683,129.37251058689594,118.28215569793683,12,0.030488524355894796,0.7145407220557434,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AprMayJun,fixed,(Intercept),140.78907049984062,10.419236539974303,13.512417148770082,0,16,11.43909661660422,-59.30382814389164,126.60765628778329,129.6980111767424,118.60765628778329,12,0.02432295725857286,0.7043512329996655,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AprMayJun,fixed,scale(x),3.281042684890795,2.9546075715605067,1.1104834078381103,0.2668,16,11.43909661660422,-59.30382814389164,126.60765628778329,129.6980111767424,118.60765628778329,12,0.02432295725857286,0.7043512329996655,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_pre,fixed,(Intercept),140.80588662893177,10.307277764820386,13.660821978574617,0,16,11.54268955528218,-59.31603285541729,126.63206571083458,129.7224205997937,118.63206571083458,12,0.024506042408879537,0.6954803610885313,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_pre,fixed,scale(x),-3.274431824525844,3.2115344412309788,-1.0195848384770105,0.3079,16,11.54268955528218,-59.31603285541729,126.63206571083458,129.7224205997937,118.63206571083458,12,0.024506042408879537,0.6954803610885313,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jun,fixed,(Intercept),140.80451818025148,10.502882230721713,13.406274114774682,0,16,11.545506650946066,-59.4253837934933,126.8507675869866,129.94112247594572,118.8507675869866,12,0.019254011184863615,0.7022475759570223,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jun,fixed,scale(x),2.935931731168774,2.998669828255485,0.9790780243641529,0.3275,16,11.545506650946066,-59.4253837934933,126.8507675869866,129.94112247594572,118.8507675869866,12,0.019254011184863615,0.7022475759570223,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AprMay,fixed,(Intercept),140.7813951672345,10.38883248133691,13.551223914731729,0,16,11.58250875211888,-59.44775169462798,126.89550338925596,129.9858582782151,118.89550338925596,12,0.01863973140056613,0.6956763692329012,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AprMay,fixed,scale(x),2.8665176726330435,2.990880650189721,0.9584192777639627,0.3379,16,11.58250875211888,-59.44775169462798,126.89550338925596,129.9858582782151,118.89550338925596,12,0.01863973140056613,0.6956763692329012,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_pre,fixed,(Intercept),140.79174592375793,10.274162937295985,13.703476067395552,0,16,11.681241427160206,-59.46839921306251,126.93679842612502,130.02715331508415,118.93679842612502,12,0.017549454326811913,0.6863186984802365,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_pre,fixed,scale(x),-2.7629720586589444,3.199734016545344,-0.8635005423488423,0.3879,16,11.681241427160206,-59.46839921306251,126.93679842612502,130.02715331508415,118.93679842612502,12,0.017549454326811913,0.6863186984802365,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jul,fixed,(Intercept),140.72808510852872,10.244382290325616,13.737098159781354,0,16,11.735156192327082,-59.51431416700115,127.0286283340023,130.11898322296142,119.0286283340023,12,0.015397260235669334,0.6821145498939716,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jul,fixed,scale(x),2.582707800236393,3.225805734065221,0.8006395961673787,0.4233,16,11.735156192327082,-59.51431416700115,127.0286283340023,130.11898322296142,119.0286283340023,12,0.015397260235669334,0.6821145498939716,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAug,fixed,(Intercept),140.7754991653079,10.565801038839844,13.323693929860852,0,16,11.67265318511199,-59.53250086690932,127.06500173381863,130.15535662277776,119.06500173381863,12,0.01429245544569568,0.6984902791381252,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAug,fixed,scale(x),2.541396024842928,3.1436484795963615,0.8084224560531139,0.4188,16,11.67265318511199,-59.53250086690932,127.06500173381863,130.15535662277776,119.06500173381863,12,0.01429245544569568,0.6984902791381252,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_preDec_pre,fixed,(Intercept),140.79110633081518,10.338748682568033,13.617809142435233,0,16,11.764300090124584,-59.587359806017744,127.17471961203549,130.26507450099461,119.17471961203549,12,0.012289813644120249,0.6842564019620823,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_preDec_pre,fixed,scale(x),-2.320980363460327,3.154241192398051,-0.7358284360289433,0.4618,16,11.764300090124584,-59.587359806017744,127.17471961203549,130.26507450099461,119.17471961203549,12,0.012289813644120249,0.6842564019620823,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Aug,fixed,(Intercept),140.79388383770018,10.632193380008484,13.24222376376565,0,16,11.769909868991752,-59.65389579245389,127.30779158490778,130.3981464738669,119.30779158490778,12,0.009093132279341559,0.6959714362151256,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Aug,fixed,scale(x),2.035507456450288,3.1404986592343165,0.6481478508086879,0.5169,16,11.769909868991752,-59.65389579245389,127.30779158490778,130.3981464738669,119.30779158490778,12,0.009093132279341559,0.6959714362151256,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Feb,fixed,(Intercept),140.79603502732604,10.674258733449916,13.190240047874576,0,16,11.907764593524066,-59.741333357308626,127.48266671461725,130.57302160357636,119.48266671461725,12,0.002907000902162093,0.6905191795424589,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Feb,fixed,scale(x),1.1540801038626263,3.3743484452078887,0.3420156876512275,0.7323,16,11.907764593524066,-59.741333357308626,127.48266671461725,130.57302160357636,119.48266671461725,12,0.002907000902162093,0.6905191795424589,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_pre,fixed,(Intercept),140.7754792578917,10.30930104184641,13.655191432132106,0,16,11.920495041528483,-59.75579432555638,127.51158865111276,130.6019435400719,119.51158865111276,12,0.005141228979564164,0.6743567273557386,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_pre,fixed,scale(x),-1.497809943906739,3.1458383709935718,-0.4761242528279275,0.634,16,11.920495041528483,-59.75579432555638,127.51158865111276,130.6019435400719,119.51158865111276,12,0.005141228979564164,0.6743567273557386,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAugSep,fixed,(Intercept),140.78545498788574,10.503098760713689,13.404182726957366,0,16,11.886350141630317,-59.76740772836714,127.53481545673428,130.6251703456934,119.53481545673428,12,0.004815644125107467,0.6844290423142331,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAugSep,fixed,scale(x),1.468341920920666,3.1093646107951756,0.4722321453787816,0.6368,16,11.886350141630317,-59.76740772836714,127.53481545673428,130.6251703456934,119.53481545673428,12,0.004815644125107467,0.6844290423142331,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AugSep,fixed,(Intercept),140.78655168247204,10.499233002648923,13.40922252577422,0,16,11.912795282851054,-59.79387729880776,127.58775459761551,130.67810948657464,119.58775459761551,12,0.0036854791377669577,0.6828528231839139,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AugSep,fixed,scale(x),1.28419280502153,3.1146010857857607,0.41231373445615754,0.6801,16,11.912795282851054,-59.79387729880776,127.58775459761551,130.67810948657464,119.58775459761551,12,0.0036854791377669577,0.6828528231839139,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_preJan,fixed,(Intercept),140.77164922643473,10.409795056019538,13.522999105062354,0,16,11.935668440811599,-59.79922427846912,127.59844855693824,130.68880344589735,119.59844855693824,12,0.0034578034181855237,0.6778281132600348,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_preJan,fixed,scale(x),1.2365254958972292,3.122354801199457,0.3960233780678019,0.6921,16,11.935668440811599,-59.79922427846912,127.59844855693824,130.68880344589735,119.59844855693824,12,0.0034578034181855237,0.6778281132600348,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Sep,fixed,(Intercept),140.78091404710625,10.441265537932061,13.483127455734502,0,16,11.963692983338172,-59.83965935099435,127.6793187019887,130.76967359094783,119.6793187019887,12,0.001915793642006242,0.6776491512563753,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Sep,fixed,scale(x),0.9223063830064359,3.1101575652460727,0.2965465136919723,0.7668,16,11.963692983338172,-59.83965935099435,127.6793187019887,130.76967359094783,119.6793187019887,12,0.001915793642006242,0.6776491512563753,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_pre,fixed,(Intercept),140.7753046003165,10.365810858213168,13.580732518264663,0,16,11.983245839948395,-59.84708473927978,127.69416947855956,130.78452436751869,119.69416947855956,12,0.0016969247457236441,0.6733329569919069,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_pre,fixed,scale(x),-0.8636804713391192,3.107990652234993,-0.2778903053386072,0.7811,16,11.983245839948395,-59.84708473927978,127.69416947855956,130.78452436751869,119.69416947855956,12,0.0016969247457236441,0.6733329569919069,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Dec_pre,fixed,(Intercept),140.76939536829389,10.325094256004999,13.633715284141202,0,16,12.010221151548059,-59.854652141396016,127.70930428279203,130.79965917175116,119.70930428279203,12,8.820693942668178e-4,0.670087457311178,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Dec_pre,fixed,scale(x),0.621016254545966,3.1511557206492964,0.1970757111355974,0.8438,16,12.010221151548059,-59.854652141396016,127.70930428279203,130.79965917175116,119.70930428279203,12,8.820693942668178e-4,0.670087457311178,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Apr,fixed,(Intercept),140.77242522938383,10.3734491413572,13.570455044518202,0,16,12.02010430218447,-59.8808839039542,127.7617678079084,130.85212269686753,119.7617678079084,12,7.215391727518174e-6,0.6716567959415418,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Apr,fixed,scale(x),-0.056347438386896986,3.1316999022795313,-0.01799260470196467,0.9856,16,12.02010430218447,-59.8808839039542,127.7617678079084,130.85212269686753,119.7617678079084,12,7.215391727518174e-6,0.6716567959415418,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarAprMay,fixed,(Intercept),171.3700090589238,3.25180327615167,52.69999274425074,0,28,4.94421700201393,-85.47909768142706,178.95819536285413,184.28701340355494,170.95819536285413,24,0.2855136040501756,0.7237150341696604,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarAprMay,fixed,scale(x),5.02611359903097,0.963051528595939,5.218945663643448,0,28,4.94421700201393,-85.47909768142706,178.95819536285413,184.28701340355494,170.95819536285413,24,0.2855136040501756,0.7237150341696604,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarApr,fixed,(Intercept),171.3484164791324,3.1788847726858798,53.90205330857525,0,28,5.610452520513006,-88.31505715454607,184.63011430909214,189.95893234979295,176.63011430909214,24,0.225353920412293,0.6380106155360801,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarApr,fixed,scale(x),4.426724894219433,1.0967166255709846,4.03634338260783,1e-4,28,5.610452520513006,-88.31505715454607,184.63011430909214,189.95893234979295,176.63011430909214,24,0.225353920412293,0.6380106155360801,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMarApr,fixed,(Intercept),171.32630307453678,3.1399439304183616,54.56349121868221,0,28,5.666943667210536,-88.510374339415307,185.02074867883061,190.34956671953142,177.02074867883061,24,0.2219859066915547,0.6266460215744412,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMarApr,fixed,scale(x),4.369695810756026,1.1057027425117274,3.9519625327416423,1e-4,28,5.666943667210536,-88.510374339415307,185.02074867883061,190.34956671953142,177.02074867883061,24,0.2219859066915547,0.6266460215744412,NA,NA,NA,NA
Aporia crataegi,4,mixed,Jul,fixed,(Intercept),171.35589285170346,3.950440860356063,43.37639744751393,0,28,5.873965006280793,-90.00618667028094,188.01237334056188,193.3411913812627,180.01237334056188,24,0.14675721346041182,0.6798318195218658,NA,NA,NA,NA
Aporia crataegi,4,mixed,Jul,fixed,scale(x),3.9768755393684505,1.1671673384366985,3.40728823400342,7e-4,28,5.873965006280793,-90.00618667028094,188.01237334056188,193.3411913812627,180.01237334056188,24,0.14675721346041182,0.6798318195218658,NA,NA,NA,NA
Aporia crataegi,4,mixed,Mar,fixed,(Intercept),171.3309458848511,3.181650603696666,53.849704831129706,0,28,6.0712256082537035,-90.13289973404734,188.26579946809468,193.5946175087955,180.26579946809468,24,0.1723613161328102,0.576521815601424,NA,NA,NA,NA
Aporia crataegi,4,mixed,Mar,fixed,scale(x),3.8732965701629536,1.1870047648447848,3.263084264593861,0.0011,28,6.0712256082537035,-90.13289973404734,188.26579946809468,193.5946175087955,180.26579946809468,24,0.1723613161328102,0.576521815601424,NA,NA,NA,NA
Aporia crataegi,4,mixed,JanFebMar,fixed,(Intercept),171.34216882449266,3.353979022896076,51.08623746744338,0,28,6.079855901635316,-90.33539572309428,188.67079144618856,193.99960948688937,180.67079144618856,24,0.15504918996283146,0.5924263463103238,NA,NA,NA,NA
Aporia crataegi,4,mixed,JanFebMar,fixed,scale(x),3.7499457570633896,1.1749654075197657,3.191537157659092,0.0014,28,6.079855901635316,-90.33539572309428,188.67079144618856,193.99960948688937,180.67079144618856,24,0.15504918996283146,0.5924263463103238,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMar,fixed,(Intercept),171.3154177464417,3.1838319254239584,53.80793388571521,0,28,6.19945959259812,-90.61846919294001,189.23693838588002,194.56575642658083,181.23693838588002,24,0.15602838191126994,0.5583279610665854,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMar,fixed,scale(x),3.684730107553956,1.208725711882411,3.0484419015258104,0.0023,28,6.19945959259812,-90.61846919294001,189.23693838588002,194.56575642658083,181.23693838588002,24,0.15602838191126994,0.5583279610665854,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMay,fixed,(Intercept),171.39914165001753,3.855320063269366,44.4578242110121,0,28,6.22989568014229,-91.28143728449382,190.56287456898764,195.89169260968845,182.56287456898764,24,0.1154349473389237,0.6295220854478262,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMay,fixed,scale(x),3.47750903775631,1.2437410148708223,2.796007365020033,0.0052,28,6.22989568014229,-91.28143728449382,190.56287456898764,195.89169260968845,182.56287456898764,24,0.1154349473389237,0.6295220854478262,NA,NA,NA,NA
Aporia crataegi,4,mixed,May,fixed,(Intercept),171.37948192408595,3.791809197218186,45.197285256287785,0,28,6.263363125001661,-91.36360746287426,190.7272149257485,196.05603296644932,182.7272149257485,24,0.11321035432003601,0.6180606210292978,NA,NA,NA,NA
Aporia crataegi,4,mixed,May,fixed,scale(x),3.4099926831117173,1.2395276484527793,2.7510420500649473,0.0059,28,6.263363125001661,-91.36360746287426,190.7272149257485,196.05603296644932,182.7272149257485,24,0.11321035432003601,0.6180606210292978,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAug,fixed,(Intercept),171.32023060042246,3.5651979841467267,48.05349699013286,0,28,6.315806925277355,-91.39048794807356,190.7809758961471,196.10979393684792,182.7809758961471,24,0.11553874500042743,0.5848385898952323,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAug,fixed,scale(x),3.3318403153712874,1.2252281117303538,2.7193632626220325,0.0065,28,6.315806925277355,-91.39048794807356,190.7809758961471,196.10979393684792,182.7809758961471,24,0.11553874500042743,0.5848385898952323,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAugSep,fixed,(Intercept),171.344505520578,3.766416508005017,45.492713075255494,0,28,6.355320078097991,-91.69038314545038,191.38076629090077,196.70958433160158,183.38076629090077,24,0.1020199786359766,0.602786382295441,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAugSep,fixed,scale(x),3.220831298069602,1.2431077005683444,2.590951127241066,0.0096,28,6.355320078097991,-91.69038314545038,191.38076629090077,196.70958433160158,183.38076629090077,24,0.1020199786359766,0.602786382295441,NA,NA,NA,NA
Aporia crataegi,4,mixed,Oct_pre,fixed,(Intercept),171.31852859585806,3.741465345076403,45.78915285726364,0,28,6.381240443105753,-91.75005591011401,191.50011182022803,196.82892986092884,183.50011182022803,24,0.10290664816714075,0.5978773174161632,NA,NA,NA,NA
Aporia crataegi,4,mixed,Oct_pre,fixed,scale(x),3.2281041626438878,1.265763921881054,2.5503208827808876,0.0108,28,6.381240443105753,-91.75005591011401,191.50011182022803,196.82892986092884,183.50011182022803,24,0.10290664816714075,0.5978773174161632,NA,NA,NA,NA
Aporia crataegi,4,mixed,MayJunJul,fixed,(Intercept),171.38506154988548,3.7818508532228012,45.317773810100235,0,28,6.462746787582606,-92.08182605245968,192.16365210491935,197.49247014562016,184.16365210491935,24,0.09027574007457971,0.5912312222164496,NA,NA,NA,NA
Aporia crataegi,4,mixed,MayJunJul,fixed,scale(x),3.0371330019410694,1.2721603272156976,2.387382263828541,0.017,28,6.462746787582606,-92.08182605245968,192.16365210491935,197.49247014562016,184.16365210491935,24,0.09027574007457971,0.5912312222164496,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMayJun,fixed,(Intercept),171.40039840100613,3.8198305254421223,44.87120495513805,0,28,6.461586376702928,-92.09632220111158,192.19264440222315,197.52146244292396,184.19264440222315,24,0.0905128453070503,0.5964382160882065,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMayJun,fixed,scale(x),3.060125559615387,1.2864182809354097,2.3787951438238575,0.0174,28,6.461586376702928,-92.09632220111158,192.19264440222315,197.52146244292396,184.19264440222315,24,0.0905128453070503,0.5964382160882065,NA,NA,NA,NA
Aporia crataegi,4,mixed,AugSep,fixed,(Intercept),171.34221720006818,3.7189720174425096,46.07246744434987,0,28,6.522483723321436,-92.25278545481078,192.50557090962155,197.83438895032236,184.50557090962155,24,0.08482135589846498,0.5755655035420454,NA,NA,NA,NA
Aporia crataegi,4,mixed,AugSep,fixed,scale(x),2.915817055925122,1.271645490742271,2.2929480560050846,0.0219,28,6.522483723321436,-92.25278545481078,192.50557090962155,197.83438895032236,184.50557090962155,24,0.08482135589846498,0.5755655035420454,NA,NA,NA,NA
Aporia crataegi,4,mixed,Aug,fixed,(Intercept),171.3063669661344,3.395931514524115,50.44458824728102,0,28,6.696732284080273,-92.59117332532476,193.18234665064952,198.51116469135033,185.18234665064952,24,0.07960195626848603,0.5115852399299681,NA,NA,NA,NA
Aporia crataegi,4,mixed,Aug,fixed,scale(x),2.7035251741780226,1.2996716894717475,2.0801600866422447,0.0375,28,6.696732284080273,-92.59117332532476,193.18234665064952,198.51116469135033,185.18234665064952,24,0.07960195626848603,0.5115852399299681,NA,NA,NA,NA
Aporia crataegi,4,mixed,MayJun,fixed,(Intercept),171.3770240474332,3.7218053214438696,46.04674593268293,0,28,6.664022144777549,-92.7419045656948,193.4838091313896,198.8126271720904,185.4838091313896,24,0.06912535979396395,0.5574563934653214,NA,NA,NA,NA
Aporia crataegi,4,mixed,MayJun,fixed,scale(x),2.6337654639878907,1.308257802317073,2.013185367076117,0.0441,28,6.664022144777549,-92.7419045656948,193.4838091313896,198.8126271720904,185.4838091313896,24,0.06912535979396395,0.5574563934653214,NA,NA,NA,NA
Aporia crataegi,4,mixed,Dec_pre,fixed,(Intercept),171.3589720767925,3.768989679229179,45.46549252208041,0,28,6.684473957507778,-92.850235863428,193.700471726856,199.0292897675568,185.700471726856,24,0.06469816934745905,0.560374422062585,NA,NA,NA,NA
