species,nsites,model_type,Model,effect,term,estimate,std.error,statistic,p_value,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual,r2.R2m,r2.R2c,null.deviance,df.null,deviance,r2
Anthocharis euphenoides,3,mixed,Oct_preNov_pre,fixed,(Intercept),0.05890428699118813,0.5480592947941211,0.10747794545353997,0.9144,16,0.6231177155688196,-18.434341997606328,44.868683995212656,47.95903888417178,36.868683995212656,12,0.017549454326743392,0.6863186984816367,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_pre,fixed,scale(x),-0.1473864612856537,0.17068485085684593,-0.863500542349053,0.3879,16,0.6231177155688196,-18.434341997606328,44.868683995212656,47.95903888417178,36.868683995212656,12,0.017549454326743392,0.6863186984816367,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jul,fixed,(Intercept),0.0555083994903477,0.5464706923471876,0.10157616916641837,0.9191,16,0.6259937151376019,-18.48025695154497,44.96051390308994,48.050868792049066,36.96051390308994,12,0.015397260235629182,0.6821145498948782,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Jul,fixed,scale(x),0.13777054386733611,0.17207560621136317,0.8006395961674567,0.4233,16,0.6259937151376019,-18.48025695154497,44.96051390308994,48.050868792049066,36.96051390308994,12,0.015397260235629182,0.6821145498948782,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAug,fixed,(Intercept),0.05803762884789572,0.5636162772400176,0.10297365635375401,0.918,16,0.6226595891068543,-18.498443651453137,44.99688730290627,48.0872421918654,36.99688730290627,12,0.014292455445103849,0.6984902791570926,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAug,fixed,scale(x),0.13556683125151187,0.1676930548317079,0.8084224560615404,0.4188,16,0.6226595891068543,-18.498443651453137,44.99688730290627,48.0872421918654,36.99688730290627,12,0.014292455445103849,0.6984902791570926,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_preDec_pre,fixed,(Intercept),0.05887016889687123,0.5515045212399211,0.1067446714027226,0.915,16,0.627548351189096,-18.553302590561554,45.10660518112311,48.196960070082234,37.10660518112311,12,0.012289813644533342,0.6842564019494479,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Oct_preNov_preDec_pre,fixed,scale(x),-0.12380909948478781,0.16825810667677138,-0.7358284360267325,0.4618,16,0.627548351189096,-18.553302590561554,45.10660518112311,48.196960070082234,37.10660518112311,12,0.012289813644533342,0.6842564019494479,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Aug,fixed,(Intercept),0.05901833069607849,0.5671578737307392,0.10405979257214316,0.9171,16,0.6278475961451961,-18.6198385769977,45.2396771539954,48.33003204295453,37.2396771539954,12,0.009093132279432991,0.6959714362090387,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Aug,fixed,scale(x),0.1085809898025196,0.16752503254863307,0.6481478508055097,0.5169,16,0.6278475961451961,-18.6198385769977,45.2396771539954,48.33003204295453,37.2396771539954,12,0.009093132279432991,0.6959714362090387,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Feb,fixed,(Intercept),0.059133082572254345,0.5694017848177267,0.10385124203849071,0.9173,16,0.6352012427185096,-18.707276141852446,45.41455228370489,48.50490717266402,37.41455228370489,12,0.0029070009021936816,0.6905191795530999,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Feb,fixed,scale(x),0.061562614076659694,0.17999938686459,0.3420156876588254,0.7323,16,0.6352012427185096,-18.707276141852446,45.41455228370489,48.50490717266402,37.41455228370489,12,0.0029070009021936816,0.6905191795530999,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_pre,fixed,(Intercept),0.05803656691731678,0.54993368251138,0.10553375572902067,0.916,16,0.635880328733969,-18.7217371101002,45.4434742202004,48.53382910915953,37.4434742202004,12,0.005141228979520554,0.6743567273586182,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_pre,fixed,scale(x),-0.07989834953955693,0.1678098711943161,-0.4761242528280016,0.634,16,0.635880328733969,-18.7217371101002,45.4434742202004,48.53382910915953,37.4434742202004,12,0.005141228979520554,0.6743567273586182,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAugSep,fixed,(Intercept),0.05856870676943791,0.5602715213999307,0.10453629094531583,0.9167,16,0.6340589219801652,-18.733350512910963,45.466701025821926,48.55705591478105,37.466701025821926,12,0.0048156441250675345,0.6844290423194417,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,JulAugSep,fixed,scale(x),0.07832642353520394,0.16586423499835637,0.47223214538070923,0.6368,16,0.6340589219801652,-18.733350512910963,45.466701025821926,48.55705591478105,37.466701025821926,12,0.0048156441250675345,0.6844290423194417,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AugSep,fixed,(Intercept),0.058627208242461704,0.5600653085485797,0.10467923534559795,0.9166,16,0.6354695970393384,-18.75982008335157,45.51964016670314,48.60999505566227,37.51964016670314,12,0.0036854791376469747,0.6828528232085997,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,AugSep,fixed,scale(x),0.0685032744179765,0.16614356663813276,0.4123137344654418,0.6801,16,0.6354695970393384,-18.75982008335157,45.51964016670314,48.60999505566227,37.51964016670314,12,0.0036854791376469747,0.6828528232085997,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_preJan,fixed,(Intercept),0.057832259826565785,0.5552943799084255,0.10414702888961888,0.9171,16,0.6366897301972373,-18.76516706301293,45.53033412602586,48.62068901498499,37.53033412602586,12,0.0034578034181817004,0.6778281132605651,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_preJan,fixed,scale(x),0.06596053570599116,0.16655717656819888,0.39602337806790816,0.6921,16,0.6366897301972373,-18.76516706301293,45.53033412602586,48.62068901498499,37.53033412602586,12,0.0034578034181817004,0.6778281132605651,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Sep,fixed,(Intercept),0.05832647732258765,0.5569731239675528,0.1047204520518041,0.9166,16,0.6381846559768453,-18.805602135538166,45.61120427107633,48.70155916003546,37.61120427107633,12,0.0019157936420334083,0.6776491512442814,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Sep,fixed,scale(x),0.049199004233649896,0.16590653392515098,0.29654651368852125,0.7668,16,0.6381846559768453,-18.805602135538166,45.61120427107633,48.70155916003546,37.61120427107633,12,0.0019157936420334083,0.6776491512442814,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_pre,fixed,(Intercept),0.05802725007970756,0.552948111062951,0.10494158297812031,0.9164,16,0.6392276727989377,-18.813027523823596,45.62605504764719,48.71640993660632,37.62605504764719,12,0.001696924745713472,0.673332956994284,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Nov_preDec_pre,fixed,scale(x),-0.04607169585855133,0.16579094330902844,-0.27789030533878634,0.7811,16,0.6392276727989377,-18.813027523823596,45.62605504764719,48.71640993660632,37.62605504764719,12,0.001696924745713472,0.673332956994284,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Dec_pre,fixed,(Intercept),0.0577120312582988,0.550776147049736,0.10478309848281667,0.9165,16,0.6406666289764662,-18.820594925939837,45.64118985187967,48.7315447408388,37.64118985187967,12,8.820693942074695e-4,0.670087457326194,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Dec_pre,fixed,scale(x),0.03312714939340992,0.16809351696810948,0.19707571113343272,0.8438,16,0.6406666289764662,-18.820594925939837,45.64118985187967,48.7315447408388,37.64118985187967,12,8.820693942074695e-4,0.670087457326194,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Apr,fixed,(Intercept),0.057873654442301435,0.553355560686822,0.10458674052261978,0.9167,16,0.6411938308590089,-18.846826688498016,45.69365337699603,48.78400826595516,37.69365337699603,12,7.215391518691901e-6,0.671656793151654,NA,NA,NA,NA
Anthocharis euphenoides,3,mixed,Apr,fixed,scale(x),-0.0030057666966746594,0.16705567663484305,-0.017992604365338533,0.9856,16,0.6411938308590089,-18.846826688498016,45.69365337699603,48.78400826595516,37.69365337699603,12,7.215391518691901e-6,0.671656793151654,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarAprMay,fixed,(Intercept),0.04017690683118998,0.35309242868121604,0.1137858066831081,0.9094,28,0.5368607634283304,-27.752984684355624,63.50596936871125,68.83478740941206,55.50596936871125,24,0.2855136040748947,0.7237150341399433,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarAprMay,fixed,scale(x),0.5457533888026886,0.10457157900879253,5.218945663589921,0,28,0.5368607634283304,-27.752984684355624,63.50596936871125,68.83478740941206,55.50596936871125,24,0.2855136040748947,0.7237150341399433,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarApr,fixed,(Intercept),0.037832307299514596,0.34517467683943526,0.10960336849134802,0.9127,28,0.6092029985894969,-30.588944157474625,69.17788831494926,74.50670635565007,61.17788831494925,24,0.22535392041226018,0.6380106155361421,NA,NA,NA,NA
Aporia crataegi,4,mixed,MarApr,fixed,scale(x),0.48066961971949784,0.11908541324572283,4.036343382607877,1e-4,28,0.6092029985894969,-30.588944157474625,69.17788831494926,74.50670635565007,61.17788831494925,24,0.22535392041226018,0.6380106155361421,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMarApr,fixed,(Intercept),0.035431154647328975,0.3409463376239959,0.10392003297129807,0.9172,28,0.6153370100960004,-30.784261342343846,69.5685226846877,74.8973407253885,61.56852268468769,24,0.2219859086590067,0.6266460177010871,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMarApr,fixed,scale(x),0.47447719813157246,0.12006115810569248,3.9519625299122945,1e-4,28,0.6153370100960004,-30.784261342343846,69.5685226846877,74.8973407253885,61.56852268468769,24,0.2219859086590067,0.6266460177010871,NA,NA,NA,NA
Aporia crataegi,4,mixed,Jul,fixed,(Intercept),0.03864411856999481,0.42895299604902476,0.09008940123028818,0.9282,28,0.6378161266591952,-32.28007367320947,72.56014734641894,77.88896538711975,64.56014734641894,24,0.14675721346127749,0.6798318195192152,NA,NA,NA,NA
Aporia crataegi,4,mixed,Jul,fixed,scale(x),0.4318233680334275,0.1267352035922568,3.4072882339994983,7e-4,28,0.6378161266591952,-32.28007367320947,72.56014734641894,77.88896538711975,64.56014734641894,24,0.14675721346127749,0.6798318195192152,NA,NA,NA,NA
Aporia crataegi,4,mixed,Mar,fixed,(Intercept),0.035935287694836004,0.34547500066585696,0.10401704211759326,0.9172,28,0.6592353882566072,-32.40678673697593,72.81357347395186,78.14239151465267,64.81357347395186,24,0.17236131613079914,0.5765218156070159,NA,NA,NA,NA
Aporia crataegi,4,mixed,Mar,fixed,scale(x),0.42057639314128104,0.12888922229329322,3.263084264596155,0.0011,28,0.6592353882566072,-32.40678673697593,72.81357347395186,78.14239151465267,64.81357347395186,24,0.17236131613079914,0.5765218156070159,NA,NA,NA,NA
Aporia crataegi,4,mixed,JanFebMar,fixed,(Intercept),0.03715391457379649,0.3641870352732537,0.10201877325457093,0.9187,28,0.660172496711972,-32.609282726022826,73.21856545204565,78.54738349274646,65.21856545204565,24,0.15504919054153873,0.5924263444800612,NA,NA,NA,NA
Aporia crataegi,4,mixed,JanFebMar,fixed,scale(x),0.4071825207848436,0.12758194588462313,3.1915371564647024,0.0014,28,0.660172496711972,-32.609282726022826,73.21856545204565,78.54738349274646,65.21856545204565,24,0.15504919054153873,0.5924263444800612,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMar,fixed,(Intercept),0.03424918689538645,0.34571185638735774,0.09906859213127903,0.9211,28,0.6731594928608549,-32.89235619586857,73.78471239173714,79.11353043243795,65.78471239173714,24,0.15602838190611287,0.5583279610827523,NA,NA,NA,NA
Aporia crataegi,4,mixed,FebMar,fixed,scale(x),0.40010117228541187,0.13124776039999472,3.048441901530748,0.0023,28,0.6731594928608549,-32.89235619586857,73.78471239173714,79.11353043243795,65.78471239173714,24,0.15602838190611287,0.5583279610827523,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMay,fixed,(Intercept),0.043340227756016314,0.41862443974121116,0.1035300943796037,0.9175,28,0.6764643520928522,-33.555324287422366,75.11064857484473,80.43946661554554,67.11064857484473,24,0.11543494733765022,0.6295220854537943,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMay,fixed,scale(x),0.37760036747117776,0.1350498472193943,2.796007365026853,0.0052,28,0.6764643520928522,-33.555324287422366,75.11064857484473,80.43946661554554,67.11064857484473,24,0.11543494733765022,0.6295220854537943,NA,NA,NA,NA
Aporia crataegi,4,mixed,May,fixed,(Intercept),0.041205504380574826,0.41172820163009993,0.10007938299449838,0.9203,28,0.6800983671879679,-33.63749446580283,75.27498893160566,80.60380697230647,67.27498893160566,24,0.11321035460782847,0.6180606196378425,NA,NA,NA,NA
Aporia crataegi,4,mixed,May,fixed,scale(x),0.3702692001639086,0.1345923448724405,2.75104204860113,0.0059,28,0.6800983671879679,-33.63749446580283,75.27498893160566,80.60380697230647,67.27498893160566,24,0.11321035460782847,0.6180606196378425,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAug,fixed,(Intercept),0.03477178379188299,0.3871219468631707,0.08982126710623609,0.9284,28,0.6857929023229007,-33.6643749510021,75.3287499020042,80.65756794270501,67.3287499020042,24,0.11553874499957915,0.5848385898992067,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAug,fixed,scale(x),0.36178313665868334,0.13303964999124532,2.719363262625018,0.0065,28,0.6857929023229007,-33.6643749510021,75.3287499020042,80.65756794270501,67.3287499020042,24,0.11553874499957915,0.5848385898992067,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAugSep,fixed,(Intercept),0.037407641433771316,0.40897097378710495,0.091467717347697,0.9271,28,0.6900833817590734,-33.96427014837897,75.92854029675794,81.25735833745875,67.92854029675794,24,0.10201997863247875,0.6027863823150079,NA,NA,NA,NA
Aporia crataegi,4,mixed,JulAugSep,fixed,scale(x),0.34972938057419906,0.13498107968714979,2.590951127260048,0.0096,28,0.6900833817590734,-33.96427014837897,75.92854029675794,81.25735833745875,67.92854029675794,24,0.10201997863247875,0.6027863823150079,NA,NA,NA,NA
Aporia crataegi,4,mixed,Oct_pre,fixed,(Intercept),0.034586974049873535,0.4062616872866416,0.08513471767636899,0.9322,28,0.6928979076871606,-34.023942913042596,76.04788582608519,81.376703866786,68.04788582608519,24,0.10290664816366578,0.5978773174357206,NA,NA,NA,NA
Aporia crataegi,4,mixed,Oct_pre,fixed,scale(x),0.350519094218641,0.13744117321971705,2.5503208827990145,0.0108,28,0.6928979076871606,-34.023942913042596,76.04788582608519,81.376703866786,68.04788582608519,24,0.10290664816366578,0.5978773174357206,NA,NA,NA,NA
Aporia crataegi,4,mixed,MayJunJul,fixed,(Intercept),0.04181136013168107,0.41064689020609524,0.10181828020345364,0.9189,28,0.7017481580463399,-34.35571305538824,76.71142611077649,82.0402441514773,68.71142611077649,24,0.0902757400678553,0.591231222261797,NA,NA,NA,NA
Aporia crataegi,4,mixed,MayJunJul,fixed,scale(x),0.32978276264633805,0.1381357177847285,2.387382263870909,0.017,28,0.7017481580463399,-34.35571305538824,76.71142611077649,82.0402441514773,68.71142611077649,24,0.0902757400678553,0.591231222261797,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMayJun,fixed,(Intercept),0.04347669027830154,0.4147708590135583,0.10482098569244071,0.9165,28,0.7016221564445106,-34.37020920404014,76.74041840808027,82.06923644878108,68.74041840808027,24,0.09051284526735115,0.5964382163586225,NA,NA,NA,NA
Aporia crataegi,4,mixed,AprMayJun,fixed,scale(x),0.3322793767979236,0.1396838973812373,2.3787951440890724,0.0174,28,0.7016221564445106,-34.37020920404014,76.74041840808027,82.06923644878108,68.74041840808027,24,0.09051284526735115,0.5964382163586225,NA,NA,NA,NA
Aporia crataegi,4,mixed,AugSep,fixed,(Intercept),0.03715916740886543,0.4038192813089762,0.09201929954511917,0.9267,28,0.708234608167682,-34.526672457739366,77.05334491547873,82.38216295617954,69.05334491547873,24,0.08482135589994179,0.5755655035313011,NA,NA,NA,NA
Aporia crataegi,4,mixed,AugSep,fixed,scale(x),0.31660984337911285,0.13807981500111163,2.2929480559961926,0.0219,28,0.708234608167682,-34.526672457739366,77.05334491547873,82.38216295617954,69.05334491547873,24,0.08482135589994179,0.5755655035313011,NA,NA,NA,NA
Aporia crataegi,4,mixed,Aug,fixed,(Intercept),0.033266420803126744,0.3687423882936159,0.0902158847456342,0.9281,28,0.7271551400271679,-34.86506032825332,77.73012065650664,83.05893869720745,69.73012065650664,24,0.07960195626195068,0.5115852399757775,NA,NA,NA,NA
Aporia crataegi,4,mixed,Aug,fixed,scale(x),0.2935584316669272,0.14112299988369673,2.080160086653888,0.0375,28,0.7271551400271679,-34.86506032825332,77.73012065650664,83.05893869720745,69.73012065650664,24,0.07960195626195068,0.5115852399757775,NA,NA,NA,NA
